../darknet/build/darknet/x64/data/obj/67333514_2847642595308184_8430528396932415488_o.jpg,432,517,1329,807,fluke
../darknet/build/darknet/x64/data/obj/19437578_10155245113576488_6406318114546591501_n.jpg,372,256,681,373,fin
../darknet/build/darknet/x64/data/obj/21731537_1640212806051175_5414906579178827135_o.jpg,987,608,1687,916,fluke
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0032.jpg,,,,,
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,697,140,1753,701,fluke
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,666,651,768,694,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,855,671,955,710,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0007.jpg,717,605,782,637,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0026.jpg,458,755,566,843,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0033.jpg,,,,,
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0042.jpg,,,,,
../darknet/build/darknet/x64/data/obj/IMG-20200709-WA0013.jpg,,,,,
../darknet/build/darknet/x64/data/obj/62613700_2742117525860692_3146847895542562816_o.jpg,608,969,1065,1147,fluke
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0018.jpg,618,632,722,656,fin
../darknet/build/darknet/x64/data/obj/IMG-20200709-WA0008.jpg,,,,,
../darknet/build/darknet/x64/data/obj/20689826_10155395757676488_3307833872591766480_o.jpg,341,391,1936,1106,fluke
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0022.jpg,597,600,841,685,fin
../darknet/build/darknet/x64/data/obj/105951636_3995321740540258_1089275059375549869_o.jpg,877,595,1029,712,fluke
../darknet/build/darknet/x64/data/obj/107369296_10100741345879228_8337779961724315282_n.jpg,230,205,381,284,fluke
../darknet/build/darknet/x64/data/obj/21316097_1630397350366054_2147455629708946123_o.jpg,1016,451,1450,623,fluke
../darknet/build/darknet/x64/data/obj/21316097_1630397350366054_2147455629708946123_o.jpg,79,440,630,575,fin
../darknet/build/darknet/x64/data/obj/108021538_10158748735136111_2464354602716605053_o.jpg,916,741,1716,947,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0053.jpg,,,,,
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,396,652,592,732,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,745,703,934,751,fin
../darknet/build/darknet/x64/data/obj/IMG-20200709-WA0009.jpg,,,,,
../darknet/build/darknet/x64/data/obj/107695635_3593324844015052_3819626678470343525_n.jpg,253,356,450,404,fin
../darknet/build/darknet/x64/data/obj/107695635_3593324844015052_3819626678470343525_n.jpg,540,302,727,347,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0049.jpg,699,548,875,634,fin
../darknet/build/darknet/x64/data/obj/107735355_3988124634591770_5853194419552498752_o.jpg,550,227,889,339,fluke
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0003.jpg,611,578,861,623,fin
../darknet/build/darknet/x64/data/obj/91468702_2732504430130924_1942017987426910208_o.jpg,283,161,1563,977,fluke
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0008.jpg,,,,,
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0015.jpg,703,547,794,582,fin
../darknet/build/darknet/x64/data/obj/IMG-20200709-WA0002.jpg,517,594,672,646,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0038.jpg,,,,,
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0039.jpg,,,,,
../darknet/build/darknet/x64/data/obj/89254879_2666164160098285_7597638383157903360_o.jpg,81,573,1624,1056,fluke
../darknet/build/darknet/x64/data/obj/89254879_2666164160098285_7597638383157903360_o.jpg,648,250,2006,832,fluke
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0031.jpg,488,771,602,849,fin
../darknet/build/darknet/x64/data/obj/21768835_1655424717863317_7750238956601697237_o.jpg,278,360,1384,737,fluke
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0004.jpg,618,491,821,580,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0057.jpg,,,,,
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0041.jpg,,,,,
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0019.jpg,639,615,839,723,fluke
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0014.jpg,685,595,778,640,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0024.jpg,,,,,
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0050.jpg,472,621,651,702,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0050.jpg,1135,629,1288,664,fin
../darknet/build/darknet/x64/data/obj/58460334_2637456916326754_2504379779436773376_o.jpg,318,494,1829,947,fluke
../darknet/build/darknet/x64/data/obj/70915859_3015197008552741_8784525623012884480_o.jpg,305,582,1287,772,fluke
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0013.jpg,725,565,796,589,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0016.jpg,609,595,709,619,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0017.jpg,364,795,582,832,fin
../darknet/build/darknet/x64/data/obj/107484631_4029431163795982_3128865421275231061_o.jpg,1,439,762,672,fin
../darknet/build/darknet/x64/data/obj/69442777_2964608746944901_4445452985727713280_o.jpg,635,902,1335,1144,fluke
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,255,237,345,262,fin
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,411,253,503,274,fin
../darknet/build/darknet/x64/data/obj/102559388_3912841898788243_4193073091941942322_o.jpg,352,442,936,619,fin
../darknet/build/darknet/x64/data/obj/IMG-20200709-WA0007.jpg,,,,,
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0030.jpg,478,764,631,859,fin
../darknet/build/darknet/x64/data/obj/66277214_2816895768382867_7231369026763489280_o.jpg,771,610,1688,860,fluke
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0029.jpg,649,576,874,643,fin
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0005.jpg,698,562,844,641,fin
../darknet/build/darknet/x64/data/obj/107239321_10158896655919073_4407916052089265040_n.jpg,223,380,343,439,fluke
../darknet/build/darknet/x64/data/obj/21273740_1631638813575241_2182324660981257144_o.jpg,580,620,1412,901,fluke
../darknet/build/darknet/x64/data/obj/71828247_3046620822077026_1622246277691473920_o.jpg,563,739,1470,1017,fluke
../darknet/build/darknet/x64/data/obj/21273651_1630478263691296_6173816560476463869_o.jpg,1332,122,1889,723,fluke
