0000e88ab.jpg,"[194, 176, 841, 478]"
0001f9222.jpg,"[0, 46, 758, 266]"
00029d126.jpg,"[1, 0, 1050, 497]"
00050a15a.jpg,"[0, 90, 1050, 418]"
0005c1ef8.jpg,"[27, 117, 997, 305]"
000a6daec.jpg,"[0, 0, 1050, 433]"
000dcf7d8.jpg,"[0, 0, 683, 373]"
000f0f2bf.jpg,"[0, 60, 1043, 534]"
0016b897a.jpg,"[42, 16, 1019, 399]"
0019c34f4.jpg,"[89, 78, 934, 255]"
0019c34f4.jpg,"[20, 0, 1011, 324]"
001a4d292.jpg,"[0, 73, 686, 361]"
001c1ac5f.jpg,"[0, 87, 1000, 443]"
001cae55b.jpg,"[0, 18, 1050, 436]"
001d7450c.jpg,"[0, 86, 1050, 499]"
00200e115.jpg,"[114, 0, 1050, 417]"
00245a598.jpg,"[60, 54, 960, 373]"
002b4615d.jpg,"[0, 9, 1050, 473]"
002de4d94.jpg,"[0, 3, 1050, 480]"
002fd89d4.jpg,"[25, 16, 251, 160]"
00357e37a.jpg,"[0, 0, 1050, 347]"
0041880bf.jpg,"[5, 0, 671, 377]"
0041a9867.jpg,"[0, 181, 1050, 536]"
0043da555.jpg,"[0, 198, 984, 556]"
00442c882.jpg,"[162, 31, 734, 525]"
00464ff65.jpg,"[0, 122, 1050, 679]"
004ae9e26.jpg,"[0, 0, 1050, 305]"
004e8ad5b.jpg,"[20, 93, 1033, 543]"
004f87702.jpg,"[0, 135, 1050, 574]"
004fa8ff7.jpg,"[1, 112, 858, 255]"
00514c876.jpg,"[100, 20, 789, 290]"
0052ce2f5.jpg,"[229, 224, 838, 419]"
00537ec91.jpg,"[310, 101, 559, 281]"
00600ce17.jpg,"[42, 15, 999, 530]"
006017ddf.jpg,"[0, 0, 1047, 337]"
006183fb4.jpg,"[0, 69, 1050, 407]"
006500b3d.jpg,"[15, 0, 1012, 283]"
0067b3a20.jpg,"[125, 262, 891, 551]"
006bdc6ff.jpg,"[57, 134, 951, 302]"
007218187.jpg,"[40, 146, 860, 517]"
00744bd58.jpg,"[0, 203, 1050, 565]"
007b62e05.jpg,"[0, 225, 1050, 536]"
007f3eb46.jpg,"[0, 0, 1022, 410]"
008124524.jpg,"[0, 57, 1040, 247]"
0084fe40b.jpg,"[0, 0, 662, 226]"
0085064af.jpg,"[0, 6, 878, 397]"
0085a6bd0.jpg,"[0, 140, 912, 432]"
008bf89fc.jpg,"[82, 154, 934, 422]"
008ebc50d.jpg,"[8, 0, 1033, 405]"
00910010d.jpg,"[244, 263, 605, 470]"
0093454b6.jpg,"[99, 75, 918, 268]"
009431af0.jpg,"[254, 56, 655, 603]"
0095fe89c.jpg,"[83, 190, 907, 536]"
009687166.jpg,"[44, 142, 1020, 456]"
0096c8ff3.jpg,"[79, 0, 732, 304]"
009c45bc7.jpg,"[42, 12, 1012, 540]"
009dd6c96.jpg,"[0, 18, 1048, 362]"
00a3dd76f.jpg,"[0, 53, 1050, 469]"
00a427ac6.jpg,"[27, 5, 999, 400]"
00a4de95e.jpg,"[69, 0, 961, 411]"
00ac0fca6.jpg,"[52, 146, 906, 476]"
00b7ffb8a.jpg,"[0, 0, 1050, 565]"
00b92e9bf.jpg,"[0, 59, 699, 326]"
00bc4dade.jpg,"[0, 79, 1050, 459]"
00c59bce9.jpg,"[25, 197, 982, 364]"
00ca82e74.jpg,"[14, 0, 1025, 417]"
00caa5c60.jpg,"[41, 47, 962, 589]"
00ccb53ec.jpg,"[0, 100, 1050, 523]"
00cf9982e.jpg,"[0, 73, 1050, 501]"
00d07df97.jpg,"[0, 3, 1050, 393]"
00d101f4b.jpg,"[85, 202, 793, 366]"
00d43f154.jpg,"[12, 139, 997, 279]"
00d6cbcbf.jpg,"[121, 276, 914, 411]"
00d7dc401.jpg,"[94, 0, 922, 486]"
00d9e8278.jpg,"[13, 102, 844, 350]"
00dcd026f.jpg,"[0, 141, 1050, 503]"
00de0f4c8.jpg,"[56, 83, 983, 447]"
00ded1101.jpg,"[0, 77, 1050, 458]"
00e4afee9.jpg,"[0, 196, 1022, 380]"
00e68dc59.jpg,"[70, 149, 987, 477]"
00e9e5122.jpg,"[38, 204, 865, 403]"
00ec09075.jpg,"[0, 65, 696, 318]"
00ec13a19.jpg,"[201, 228, 823, 624]"
00edab267.jpg,"[0, 42, 1050, 438]"
00f0bde81.jpg,"[0, 0, 1050, 358]"
00f44f4e1.jpg,"[19, 145, 973, 564]"
00f5927ae.jpg,"[0, 82, 879, 457]"
00fee3975.jpg,"[302, 256, 750, 403]"
00ff45291.jpg,"[0, 5, 804, 257]"
01034a160.jpg,"[0, 97, 1050, 464]"
01043c88f.jpg,"[0, 0, 1045, 376]"
01043cc4b.jpg,"[13, 27, 1023, 485]"
01070510c.jpg,"[5, 0, 888, 412]"
01078982f.jpg,"[0, 57, 1050, 351]"
0108c3e2b.jpg,"[0, 74, 1050, 438]"
010a1f0eb.jpg,"[0, 67, 1050, 477]"
010d37b13.jpg,"[1, 0, 700, 381]"
0110a64a9.jpg,"[0, 0, 1050, 486]"
011258703.jpg,"[25, 193, 1002, 520]"
0117ac323.jpg,"[19, 171, 1008, 549]"
0118a64b8.jpg,"[0, 179, 1050, 477]"
01216c238.jpg,"[53, 103, 946, 546]"
01237f1ce.jpg,"[0, 2, 1050, 466]"
0124d2989.jpg,"[0, 172, 1050, 565]"
