6672b2f79.jpg,"[20, 0, 1013, 435]",w_fd3e556
c79f6ae10.jpg,"[0, 1, 901, 515]",w_ae536d6
b4f79dfb0.jpg,"[0, 0, 1050, 273]",w_4adc1c0
a519f5eef.jpg,"[101, 0, 1050, 600]",w_518a722
503f485b7.jpg,"[121, 288, 913, 441]",w_9b5109b
1e1d67bac.jpg,"[0, 26, 1030, 419]",w_350bfd5
985438fdf.jpg,"[172, 197, 705, 369]",w_99b7ba2
1581bbfee.jpg,"[0, 143, 1050, 482]",w_6dc5981
271110fc3.jpg,"[64, 9, 802, 323]",w_8f4d879
2d71fdb02.jpg,"[346, 232, 867, 465]",w_262c32f
135484fc7.jpg,"[0, 75, 1050, 405]",w_b524f96
6098a45c1.jpg,"[0, 130, 1041, 439]",w_5a90eff
f788c17b8.jpg,"[0, 97, 1050, 428]",w_89f6097
ee87a2369.jpg,"[0, 88, 874, 439]",w_0027efa
11835e311.jpg,"[33, 6, 411, 180]",w_88e4537
cc76d2539.jpg,"[1, 11, 803, 290]",w_7860ed5
301653731.jpg,"[0, 0, 1050, 393]",w_afdac76
e01e4c432.jpg,"[0, 77, 974, 546]",w_bec9c95
a854710e7.jpg,"[9, 173, 1008, 528]",w_d6f0be4
bc657f905.jpg,"[32, 5, 1003, 632]",w_e06d673
ad49b5a6f.jpg,"[0, 46, 885, 334]",w_c097a16
ceb2479fc.jpg,"[53, 61, 981, 378]",w_b7c9e1e
01c98f7c1.jpg,"[0, 3, 1027, 426]",w_396c12b
72014896d.jpg,"[0, 60, 1050, 530]",w_99e4fe2
2109ca990.jpg,"[80, 0, 440, 204]",w_700ebb4
0654b3e5b.jpg,"[14, 0, 1015, 421]",w_5808373
8ca10c336.jpg,"[0, 23, 1050, 393]",w_32da935
9376a9ea7.jpg,"[29, 94, 1006, 379]",w_62f10a4
0ee33ee35.jpg,"[88, 0, 944, 450]",w_982f0b3
057bae8d4.jpg,"[0, 301, 1036, 610]",w_c6a96e1
a81554894.jpg,"[78, 17, 937, 438]",w_18645ff
bcba07091.jpg,"[0, 102, 1050, 499]",w_9713cc3
cb251f343.jpg,"[86, 52, 916, 413]",w_e07b79f
93ee3c598.jpg,"[0, 0, 1050, 569]",w_30f2f0f
0823f9df3.jpg,"[71, 0, 992, 518]",w_8f0c6ed
e9007353e.jpg,"[0, 0, 1049, 476]",w_40a8585
5c077dd40.jpg,"[287, 1012, 795, 1228]",w_00904a7
cd18db210.jpg,"[0, 56, 1050, 414]",w_0c76e03
63c629538.jpg,"[149, 106, 852, 600]",w_71d5ba2
4b3631d1e.jpg,"[80, 137, 964, 504]",w_82481c1
ec902a190.jpg,"[18, 327, 1014, 442]",w_15e7de5
80dff8918.jpg,"[176, 33, 876, 581]",w_0135f5f
4bcf9966a.jpg,"[56, 0, 1000, 450]",w_5077be0
a08f826e5.jpg,"[0, 0, 1050, 383]",w_b3e445e
44761ed45.jpg,"[0, 39, 1050, 403]",w_7e56d66
c82d2f74d.jpg,"[0, 74, 1050, 458]",w_fd3e556
befa85d55.jpg,"[0, 68, 1050, 489]",w_07768b0
d03fd26c7.jpg,"[0, 75, 1050, 425]",w_d4fc12d
313b51813.jpg,"[0, 71, 1043, 568]",w_a08f3cd
19a81076c.jpg,"[48, 30, 972, 554]",w_b938e96
81594c13a.jpg,"[68, 0, 972, 600]",w_4e13e82
86ea371bd.jpg,"[0, 35, 1041, 370]",w_2365d55
6f1291447.jpg,"[107, 86, 751, 320]",w_94f41dc
94b3aa71d.jpg,"[29, 0, 1016, 451]",w_c4b02b0
62d696b72.jpg,"[0, 83, 1050, 515]",w_e0f635c
3a29cc950.jpg,"[39, 48, 1029, 569]",w_e966f36
ec347cff7.jpg,"[156, 0, 928, 630]",w_71d5ba2
0cdcd0625.jpg,"[0, 0, 1050, 457]",w_0718183
858602a7d.jpg,"[0, 0, 1050, 514]",w_88e4537
a610046fd.jpg,"[190, 342, 967, 541]",w_a9304b9
0b26dd505.jpg,"[0, 0, 1050, 365]",w_8e92662
2fde77b34.jpg,"[0, 77, 1050, 513]",w_611d18b
e7a1455e9.jpg,"[94, 25, 923, 456]",w_5a3e0de
7ca9affc3.jpg,"[0, 97, 1050, 521]",w_8e88f4f
91a435a8c.jpg,"[0, 30, 1050, 600]",w_40a8585
ab65f079b.jpg,"[0, 0, 1050, 327]",w_a586dce
424689c9d.jpg,"[291, 231, 860, 530]",w_bf960fa
f412ecf74.jpg,"[0, 0, 1050, 457]",w_01fc429
855730d46.jpg,"[53, 96, 1001, 594]",w_e36fb17
607ba73d0.jpg,"[0, 30, 1050, 528]",w_6fce84d
683707539.jpg,"[63, 0, 952, 434]",w_d97c490
384e301c8.jpg,"[0, 119, 1048, 473]",w_25f1a4e
f71ce762c.jpg,"[52, 186, 977, 549]",w_edce644
2531536dc.jpg,"[25, 40, 632, 157]",w_7f0d18a
f78acfffb.jpg,"[0, 0, 1050, 293]",w_dd2873f
9aa7635db.jpg,"[0, 0, 1050, 377]",w_260ff2c
f1c87b3ba.jpg,"[0, 67, 787, 523]",w_9b89c88
5ba21e5c1.jpg,"[0, 294, 1050, 416]",w_6bab2bd
4ea6d48fe.jpg,"[0, 126, 1050, 554]",w_51e0e04
4d36abc45.jpg,"[141, 165, 920, 454]",w_0630c3e
5b4f2bfe5.jpg,"[53, 120, 1026, 497]",w_62ec5a8
00d07df97.jpg,"[0, 3, 1050, 393]",w_5650932
0d94bdad3.jpg,"[76, 15, 946, 533]",w_3de579a
9ffd7469b.jpg,"[45, 10, 343, 142]",w_c0a6881
0f682c30e.jpg,"[0, 0, 1050, 425]",w_e0b6a42
e7f1293a2.jpg,"[0, 10, 1050, 556]",w_3346f4e
c94aa3f69.jpg,"[66, 26, 935, 202]",w_f61b957
ce34b4a98.jpg,"[0, 0, 1024, 435]",w_9407749
93be8af0c.jpg,"[0, 78, 1004, 396]",w_2b49489
41c5ada61.jpg,"[0, 29, 1050, 503]",w_88e4537
7a01965f8.jpg,"[0, 0, 1050, 508]",w_c815410
58bc661b5.jpg,"[20, 186, 982, 436]",w_0135f5f
5df8b0e34.jpg,"[269, 52, 552, 381]",w_f0fe284
8fb930dfe.jpg,"[122, 160, 875, 464]",w_e79fed4
4e3c286a5.jpg,"[0, 1, 1050, 634]",w_50193ae
a07569ae5.jpg,"[44, 0, 866, 368]",w_ea902fb
d9335c801.jpg,"[0, 92, 1050, 496]",w_67153b4
5505b0d4a.jpg,"[39, 19, 643, 355]",w_61e136d
b686911e1.jpg,"[234, 275, 945, 417]",w_817d53c
a83edb385.jpg,"[0, 156, 1050, 526]",w_8f1069a
20784477b.jpg,"[48, 0, 976, 608]",w_e66ced8
d89ec398b.jpg,"[90, 109, 922, 466]",w_d68cf7c
71b00cc8e.jpg,"[62, 0, 465, 291]",w_db68456
344e4cb3f.jpg,"[6, 0, 1050, 600]",w_b8c537a
4b8a439ab.jpg,"[0, 0, 792, 481]",w_37bdff9
4d93919c9.jpg,"[219, 9, 634, 450]",w_f971ecb
96e3ba4bc.jpg,"[41, 127, 887, 426]",w_f408b56
90fbc28ea.jpg,"[92, 70, 916, 428]",w_36f2ebb
c2d946e1b.jpg,"[14, 215, 1022, 375]",w_3b03149
c6b981bca.jpg,"[29, 0, 1018, 428]",w_b5c3634
2187ec67c.jpg,"[41, 40, 999, 509]",w_4a28f21
9aee441de.jpg,"[0, 31, 1040, 429]",w_c1d2fbe
4ded3807d.jpg,"[6, 108, 903, 298]",w_ddb514d
8054868ba.jpg,"[14, 0, 1036, 366]",w_93fddcb
ab7ae0c4b.jpg,"[0, 0, 1050, 526]",w_e918d4c
77e994ff6.jpg,"[0, 47, 997, 473]",w_af367c3
d4e576cc7.jpg,"[0, 0, 1050, 450]",w_74e6a59
b8a849450.jpg,"[69, 44, 986, 601]",w_7348ed5
9ea2c58a7.jpg,"[10, 103, 1050, 438]",w_d15d8c5
70cd87d81.jpg,"[0, 0, 1050, 310]",w_f19aeb4
39e5f0b59.jpg,"[0, 184, 1050, 450]",w_9438119
e5f60803b.jpg,"[40, 0, 1013, 441]",w_55fffeb
6b0e212e6.jpg,"[0, 67, 1050, 399]",w_08d5864
8660e4a6e.jpg,"[54, 17, 986, 517]",w_23e1d57
8e4772233.jpg,"[0, 83, 1050, 476]",w_eced610
90a34c856.jpg,"[0, 0, 1050, 381]",w_1b0db58
3040781e5.jpg,"[0, 10, 1050, 460]",w_8dc6c05
84edbd5d3.jpg,"[41, 146, 1003, 464]",w_fd6a3ad
4acc5c8e9.jpg,"[0, 0, 1050, 591]",w_cd4cb49
24af3682a.jpg,"[26, 43, 1019, 377]",w_ae393cd
e24a1a59c.jpg,"[0, 0, 1050, 350]",w_ece94e8
6dfd06419.jpg,"[6, 0, 1050, 485]",w_334d7eb
05ea2c861.jpg,"[0, 273, 905, 509]",w_93ef4fa
18746ba21.jpg,"[0, 21, 1050, 510]",w_21b2790
8babd9049.jpg,"[0, 22, 1048, 441]",w_03670aa
2eb6cdce8.jpg,"[133, 98, 905, 578]",w_87d3b93
4714400cd.jpg,"[31, 104, 1014, 521]",w_67a9841
59c2c8e2a.jpg,"[25, 11, 1017, 372]",w_8ab401c
07da3da9f.jpg,"[0, 70, 1050, 440]",w_04ebfe8
aecde5944.jpg,"[0, 194, 1050, 591]",w_28c330c
f244178e4.jpg,"[0, 119, 946, 470]",w_33eb301
637f46fad.jpg,"[112, 266, 1644, 487]",w_4e864fd
b69b7f74b.jpg,"[0, 111, 1050, 536]",w_c4ebf9e
fff7faf61.jpg,"[18, 50, 1012, 394]",w_9cf0388
419d217ac.jpg,"[51, 82, 974, 584]",w_a9304b9
486f0c494.jpg,"[89, 141, 615, 323]",w_94af7fd
0c6e6c650.jpg,"[0, 73, 1025, 474]",w_9ba6731
ebdd6652b.jpg,"[488, 377, 701, 541]",w_17b0d3a
49772a356.jpg,"[0, 142, 1050, 508]",w_d3311fa
cd10f85c9.jpg,"[0, 8, 1050, 479]",w_afb4a42
90aca0a93.jpg,"[0, 19, 383, 159]",w_70d0b3c
1cb8f292a.jpg,"[0, 31, 689, 248]",w_23a388d
5233e6139.jpg,"[2, 0, 857, 380]",w_02469a1
b51f22cad.jpg,"[96, 212, 661, 440]",w_9e58786
d30992acb.jpg,"[28, 127, 1015, 444]",w_88e4537
