image,bounds,score,label
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 712.98596  168.7568  1771.7812   717.4818 ],1,0.99389815
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 734.9935   144.58522 1761.7083   739.7072 ],0,0.18711081
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 934.7923   215.61703 1394.0405   711.52356],1,0.16546914
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1072.6095   130.30963 1486.7872   605.00714],1,0.14234714
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 635.3683     0.      1810.3599   474.47318],1,0.12636428
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 673.3757      9.892792 1782.2228   1083.5262  ],1,0.12243343
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 748.84424  360.2127  1653.4736   858.9859 ],1,0.11209143
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1155.023    203.9304  1601.3154   721.85016],1,0.07623885
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1016.35925  392.12048 1758.2893   734.3644 ],1,0.07488332
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 710.96924  207.16081 1459.7201   573.6592 ],1,0.07306007
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1316.3021   130.28992 2045.7937   879.0916 ],1,0.06641744
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 881.6861   129.64693 1694.6011   493.049  ],1,0.06486375
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 998.5101   317.26462 1961.1925  1026.656  ],1,0.063261226
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1262.8024   224.21208 1764.325    613.4773 ],1,0.06212167
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1056.2152    68.78601 2045.7937   624.4825 ],1,0.061590333
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 834.7075   176.70383 2007.6661  1068.0212 ],0,0.06051244
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.1122  654.93286 766.4215  692.14886],0,0.7918809
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.6032  675.03906 957.4651  708.0599 ],0,0.5444853
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[665.7089 654.7921 766.2753 692.237 ],1,0.21513712
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[683.2786 662.8436 758.9033 702.8173],0,0.09921112
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.787   676.465   956.2103  707.85205],1,0.06741937
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[651.62335 660.1598  767.5256  714.738  ],0,0.062076155
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[837.4126  669.98145 973.81146 723.78143],0,0.060620673
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[663.81445 661.88885 772.34186 713.3668 ],1,0.051525716
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.1122  654.93286 766.4215  692.14886],0,0.7918809
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.6032  675.03906 957.4651  708.0599 ],0,0.5444853
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[665.7089 654.7921 766.2753 692.237 ],1,0.21513712
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[683.2786 662.8436 758.9033 702.8173],0,0.09921112
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.787   676.465   956.2103  707.85205],1,0.06741937
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[651.62335 660.1598  767.5256  714.738  ],0,0.062076155
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[837.4126  669.98145 973.81146 723.78143],0,0.060620673
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[663.81445 661.88885 772.34186 713.3668 ],1,0.051525716
