image,bounds,score,label
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 740.9396   142.70045 1781.914    736.7886 ],1,0.9976083
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 776.27795  130.29669 1767.0576   708.1157 ],0,0.19645001
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 643.3235     0.      1805.4135   478.12994],1,0.11501221
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 937.2185   218.12173 1396.5964   709.6976 ],1,0.08139681
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1178.212     126.678955 1609.91      637.5347  ],1,0.0786343
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 681.98364  312.54977 1746.6036   937.03217],1,0.07826297
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 709.5736   210.29263 1458.7045   579.1163 ],1,0.063143685
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 801.7294  138.231  1624.0769  486.9828],1,0.052242436
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1311.2598   131.85606 2045.7937   883.2197 ],1,0.051830534
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1272.3735   178.86511 1758.2518   582.6369 ],1,0.05161509
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1062.4086   213.54588 1622.3729   826.2198 ],1,0.05036419
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[665.29065 653.69055 766.9737  692.82495],0,0.92925346
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.38074 673.4545  959.8817  708.24713],0,0.8612951
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.0816  654.2602  766.8803  692.87775],1,0.12300144
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[684.37836 662.38477 758.8738  703.19836],0,0.11779204
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[826.0737  670.67615 970.2825  727.2874 ],0,0.095033735
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[868.53705 679.2589  946.59265 716.54236],0,0.0805143
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.6354  675.4042  958.37665 707.3652 ],1,0.068396956
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[649.09296 659.39026 768.54535 715.6996 ],0,0.06263468
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[836.8532 674.9385 913.903  705.5869],0,0.05595804
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[665.29065 653.69055 766.9737  692.82495],0,0.92925346
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.38074 673.4545  959.8817  708.24713],0,0.8612951
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.0816  654.2602  766.8803  692.87775],1,0.12300144
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[684.37836 662.38477 758.8738  703.19836],0,0.11779204
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[826.0737  670.67615 970.2825  727.2874 ],0,0.095033735
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[868.53705 679.2589  946.59265 716.54236],0,0.0805143
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.6354  675.4042  958.37665 707.3652 ],1,0.068396956
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[649.09296 659.39026 768.54535 715.6996 ],0,0.06263468
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[836.8532 674.9385 913.903  705.5869],0,0.05595804
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[398.8202  656.23944 599.09564 718.20264],0,0.8774489
