image,bounds,score,label
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 738.98486  139.05832 1775.3693   734.81415],1,0.9995074
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.6657 655.0424 767.2017 691.6525],0,0.94057655
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.99976 676.1878  957.8119  707.7003 ],0,0.85605633
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.6657 655.0424 767.2017 691.6525],0,0.94057655
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.99976 676.1878  957.8119  707.7003 ],0,0.85605633
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[397.75433 654.46326 599.8179  719.147  ],0,0.9149249
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[735.8139  701.7094  912.46783 759.1085 ],0,0.81487125
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[397.75433 654.46326 599.8179  719.147  ],0,0.9149249
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[735.8139  701.7094  912.46783 759.1085 ],0,0.81487125
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0049.jpg,[703.97955 547.9733  942.57446 624.3771 ],0,0.8616745
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0014.jpg,[685.6109  589.26807 936.89557 646.21906],0,0.45132637
../darknet/build/darknet/x64/data/obj/58460334_2637456916326754_2504379779436773376_o.jpg,[ 318.29196  453.04752 1807.177    943.4227 ],1,0.9448467
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[559.4447  200.91562 648.9891  247.04454],1,0.90216297
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[559.4447  200.91562 648.9891  247.04454],1,0.90216297
../darknet/build/darknet/x64/data/obj/66277214_2816895768382867_7231369026763489280_o.jpg,[ 761.49884  625.28125 1675.1744   962.74603],1,0.48785937
