image,bounds,score,label
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 739.3098   139.52104 1773.2054   735.0379 ],1,0.99946004
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.63385 654.9765  767.1165  691.46814],0,0.95508087
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[847.1995  676.2217  957.84174 707.4095 ],0,0.86715084
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.63385 654.9765  767.1165  691.46814],0,0.95508087
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[847.1995  676.2217  957.84174 707.4095 ],0,0.86715084
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[398.012   654.46405 599.6629  718.84467],0,0.9303332
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[735.3229  701.58093 907.9823  758.5215 ],0,0.85619444
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[398.012   654.46405 599.6629  718.84467],0,0.9303332
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[735.3229  701.58093 907.9823  758.5215 ],0,0.85619444
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0049.jpg,[703.86115 547.4657  941.7263  624.0361 ],0,0.82989264
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0014.jpg,[685.999  589.244  935.0321 645.5853],0,0.506895
../darknet/build/darknet/x64/data/obj/58460334_2637456916326754_2504379779436773376_o.jpg,[ 319.5325   453.68436 1803.8618   938.4325 ],1,0.94076806
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[559.3512  200.74374 648.3566  247.08084],1,0.896223
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[559.3512  200.74374 648.3566  247.08084],1,0.896223
../darknet/build/darknet/x64/data/obj/66277214_2816895768382867_7231369026763489280_o.jpg,[ 763.7269   626.73456 1674.3539   957.9234 ],1,0.4614429
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0005.jpg,[703.7156 568.6975 836.9854 632.1232],0,0.96940213
../darknet/build/darknet/x64/data/obj/21273651_1630478263691296_6173816560476463869_o.jpg,[1294.6498   111.36086 1903.921    741.73126],1,0.90788335
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 883.46484  486.80038 1260.5425   600.8754 ],0,0.9363551
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[609.8369  590.0011  836.5664  698.28613],0,0.89557964
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 877.48846  487.54507 1295.8344   614.85016],1,0.48230398
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 883.46484  486.80038 1260.5425   600.8754 ],0,0.9363551
