image,bounds,score,label
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 738.36456  139.29999 1775.5995   736.1401 ],1,0.9994764
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.3307  654.9844  767.4416  691.54083],0,0.9510333
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.8907  676.122   958.4383  707.53076],0,0.8611231
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.3307  654.9844  767.4416  691.54083],0,0.9510333
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.8907  676.122   958.4383  707.53076],0,0.8611231
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[397.5607  654.2351  600.25946 719.03986],0,0.9327696
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[733.4067  700.906   920.7928  759.13464],0,0.8433844
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[397.5607  654.2351  600.25946 719.03986],0,0.9327696
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[733.4067  700.906   920.7928  759.13464],0,0.8433844
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0049.jpg,[704.94086 546.96515 943.3956  624.70386],0,0.8564675
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0014.jpg,[685.40576 589.04175 936.76227 645.95123],0,0.5348476
../darknet/build/darknet/x64/data/obj/58460334_2637456916326754_2504379779436773376_o.jpg,[ 316.93594  452.84137 1808.6149   937.8426 ],1,0.9424914
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[559.33014 200.84521 648.74896 247.04225],1,0.9109992
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[559.33014 200.84521 648.74896 247.04225],1,0.9109992
../darknet/build/darknet/x64/data/obj/66277214_2816895768382867_7231369026763489280_o.jpg,[ 761.61176  626.2598  1676.2643   960.5692 ],1,0.47438887
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0005.jpg,[703.5805  568.62585 837.59973 632.1766 ],0,0.9705964
../darknet/build/darknet/x64/data/obj/21273651_1630478263691296_6173816560476463869_o.jpg,[1295.451     110.925735 1903.4116    741.14966 ],1,0.9158745
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 882.6783   487.07303 1263.3284   601.0089 ],0,0.9400177
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[603.1001  590.29346 837.94244 698.241  ],0,0.895024
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 876.77515  487.7755  1297.5072   615.4558 ],1,0.49732077
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 882.6783   487.07303 1263.3284   601.0089 ],0,0.9400177
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[603.1001  590.29346 837.94244 698.241  ],0,0.895024
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 876.77515  487.7755  1297.5072   615.4558 ],1,0.49732077
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0011.jpg,[638.4968  625.25995 747.70715 663.08105],0,0.968424
../darknet/build/darknet/x64/data/obj/22712470_10155616946156488_6458015603788421649_o.jpg,[ 592.711    487.73807 1066.4945   884.0904 ],1,0.9790877
../darknet/build/darknet/x64/data/obj/71100678_3035251603213948_5235695876923457536_o.jpg,[221.6393  621.76965 786.50775 861.1214 ],1,0.99883646
../darknet/build/darknet/x64/data/obj/50802628_10156731120161488_3629435463212728320_o.jpg,[   0.       165.37224 1221.7822   657.13684],1,0.8564537
../darknet/build/darknet/x64/data/obj/50802628_10156731120161488_3629435463212728320_o.jpg,[420.7385  180.48875 659.05634 248.34377],0,0.7854155
../darknet/build/darknet/x64/data/obj/50802628_10156731120161488_3629435463212728320_o.jpg,[   0.       165.37224 1221.7822   657.13684],1,0.8564537
../darknet/build/darknet/x64/data/obj/50802628_10156731120161488_3629435463212728320_o.jpg,[420.7385  180.48875 659.05634 248.34377],0,0.7854155
../darknet/build/darknet/x64/data/obj/39442406_2128432723895845_4925007632177037312_o.jpg,[1084.804    285.01758 1556.8275   754.37823],1,0.99424595
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0055.jpg,[499.7507  395.46866 997.5207  551.7683 ],0,0.97008836
../darknet/build/darknet/x64/data/obj/DSC_0370.JPG,[1000.047  1142.0156 3726.5352 2067.089 ],1,0.96101505
../darknet/build/darknet/x64/data/obj/DSC_0249.JPG,[ 665.85547  870.7647  3584.9592  1973.0916 ],1,0.99551815
../darknet/build/darknet/x64/data/obj/DSC_0358.JPG,[ 560.0504 2005.3495 1924.5773 2318.1697],0,0.7597697
../darknet/build/darknet/x64/data/obj/DSC_0358.JPG,[ 892.87427 2023.3988  1710.3016  2256.259  ],0,0.50957507
../darknet/build/darknet/x64/data/obj/DSC_0383.JPG,[  29.63536 1283.7211  3415.9136  2429.275  ],0,0.95480824
../darknet/build/darknet/x64/data/obj/DSCN3464.JPG,[1410.1581 1102.3392 3492.5378 1817.9839],1,0.88817346
../darknet/build/darknet/x64/data/obj/P1010896.JPG,[ 964.3987 1333.3264 1849.7555 1637.3313],0,0.977472
../darknet/build/darknet/x64/data/obj/P1010716.JPG,[1654.5146 2207.717  2090.2192 2464.1338],0,0.75413257
../darknet/build/darknet/x64/data/obj/P1010715.JPG,[2471.6206 1511.5518 3268.276  1787.3961],0,0.77817357
