image,bounds,score,label
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 731.7159   140.26149 1776.4618   741.9992 ],1,0.9987413
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 715.7774   171.76237 1803.8832   732.4257 ],0,0.15717664
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 648.23425    0.      1806.4838   479.09888],1,0.12879282
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1169.1238   130.08508 1610.9672   631.16516],1,0.11410174
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 674.22736    30.286743 1769.8003   1224.1537  ],1,0.08197676
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 963.55914  253.41866 1557.8815   818.3483 ],1,0.08116486
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 789.219    218.59084 1290.6162   721.5131 ],1,0.07483007
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1341.8691   123.59014 1755.6525   627.91675],1,0.06250336
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 666.99133  201.34186 1409.2997   916.59845],1,0.056341946
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 935.9547   154.93846 1373.3569   581.10706],1,0.051605754
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[665.5284 654.7663 767.7186 692.3746],0,0.9424366
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.0535  675.2993  958.40826 708.50775],0,0.7901493
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[683.0821  662.52924 759.56506 702.1739 ],0,0.101262145
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[664.8001  654.49176 766.8977  692.42535],1,0.078715235
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[840.17706 670.5992  979.84814 724.7928 ],0,0.07856045
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[655.8959  658.7372  773.37787 719.653  ],0,0.057862423
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[665.5284 654.7663 767.7186 692.3746],0,0.9424366
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.0535  675.2993  958.40826 708.50775],0,0.7901493
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[683.0821  662.52924 759.56506 702.1739 ],0,0.101262145
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[664.8001  654.49176 766.8977  692.42535],1,0.078715235
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[840.17706 670.5992  979.84814 724.7928 ],0,0.07856045
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[655.8959  658.7372  773.37787 719.653  ],0,0.057862423
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[397.84497 655.4049  599.8139  720.13947],0,0.921725
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[734.1532  702.49884 921.286   760.00806],0,0.72518563
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[747.75073 708.2865  872.32965 750.6766 ],0,0.2848011
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[397.84497 655.4049  599.8139  720.13947],1,0.0779311
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[397.84497 655.4049  599.8139  720.13947],0,0.921725
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[734.1532  702.49884 921.286   760.00806],0,0.72518563
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[747.75073 708.2865  872.32965 750.6766 ],0,0.2848011
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[397.84497 655.4049  599.8139  720.13947],1,0.0779311
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0049.jpg,[704.5798 546.4854 949.7806 624.3547],0,0.91254914
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0049.jpg,[703.3306 566.1351 834.0557 620.5494],0,0.1679757
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0049.jpg,[691.1596  573.62445 787.6146  614.28656],0,0.0523905
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0041.jpg,[ 921.967    295.40405 1199.8788   577.2378 ],1,0.6559016
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0041.jpg,[ 75.929245 364.47318  260.83868  590.91736 ],1,0.49859515
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0014.jpg,[687.84607 587.5556  953.2661  647.4121 ],0,0.58867466
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0014.jpg,[691.9036  599.3932  823.83014 640.3458 ],0,0.08232183
../darknet/build/darknet/x64/data/obj/58460334_2637456916326754_2504379779436773376_o.jpg,[ 314.64438  451.45068 1804.5735   946.7279 ],1,0.93552923
../darknet/build/darknet/x64/data/obj/58460334_2637456916326754_2504379779436773376_o.jpg,[ 244.19836  452.52853 1752.0231   928.39557],0,0.10313819
../darknet/build/darknet/x64/data/obj/58460334_2637456916326754_2504379779436773376_o.jpg,[ 292.67947  441.92532 1177.1304  1268.6593 ],1,0.06380248
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[559.3413  200.8807  648.6427  247.02579],1,0.80768335
