image,bounds,score,label
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 739.0656   139.04457 1775.5515   735.01154],1,0.99950194
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.6786  655.0439  767.1965  691.67346],0,0.9396989
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[847.0146 676.1896 957.803  707.7187],0,0.8551885
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.6786  655.0439  767.1965  691.67346],0,0.9396989
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[847.0146 676.1896 957.803  707.7187],0,0.8551885
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[397.7823  654.47076 599.8112  719.1711 ],0,0.9140372
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[735.8673  701.7169  912.74396 759.1694 ],0,0.81328344
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[397.7823  654.47076 599.8112  719.1711 ],0,0.9140372
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[735.8673  701.7169  912.74396 759.1694 ],0,0.81328344
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0049.jpg,[704.0151 547.9765 942.5765 624.4035],0,0.863867
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0014.jpg,[685.6423  589.2618  936.94305 646.26294],0,0.45517117
../darknet/build/darknet/x64/data/obj/58460334_2637456916326754_2504379779436773376_o.jpg,[ 318.4879   452.96744 1807.2749   943.4477 ],1,0.94431746
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[559.44855 200.92226 649.01434 247.05824],1,0.9020781
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[559.44855 200.92226 649.01434 247.05824],1,0.9020781
../darknet/build/darknet/x64/data/obj/66277214_2816895768382867_7231369026763489280_o.jpg,[ 761.4624   625.2721  1675.235    963.04083],1,0.4850737
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0005.jpg,[703.8347  568.59424 837.50024 632.44574],0,0.9694755
../darknet/build/darknet/x64/data/obj/21273651_1630478263691296_6173816560476463869_o.jpg,[1302.403     110.483055 1902.5087    739.32935 ],1,0.9328626
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 882.9482  487.2312 1262.3243  601.2555],0,0.93111306
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[605.36664 590.4576  838.0049  697.9413 ],0,0.8731042
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 876.46906  487.9216  1298.2012   616.0931 ],1,0.52138656
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 882.9482  487.2312 1262.3243  601.2555],0,0.93111306
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[605.36664 590.4576  838.0049  697.9413 ],0,0.8731042
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 876.46906  487.9216  1298.2012   616.0931 ],1,0.52138656
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0011.jpg,[638.5821  625.27783 747.61084 663.2163 ],0,0.96287143
