image,bounds,score,label
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 739.34326  139.63722 1775.8119   736.7024 ],1,0.99937904
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.6706  655.06384 767.15643 691.73785],0,0.94182867
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[847.0377 676.0772 957.811  707.7741],0,0.85201967
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.6706  655.06384 767.15643 691.73785],0,0.94182867
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[847.0377 676.0772 957.811  707.7741],0,0.85201967
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[398.10342 654.367   599.5359  719.1748 ],0,0.9012402
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[735.6362  701.6512  911.1528  759.26447],0,0.80908746
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[398.10342 654.367   599.5359  719.1748 ],0,0.9012402
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[735.6362  701.6512  911.1528  759.26447],0,0.80908746
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0049.jpg,[704.00116 547.9529  942.341   624.56323],0,0.8093722
../darknet/build/darknet/x64/data/obj/58460334_2637456916326754_2504379779436773376_o.jpg,[ 318.6182  453.0641 1805.8298  944.1241],1,0.9342556
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[559.42566 200.99329 648.7966  247.14464],1,0.88860434
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[559.42566 200.99329 648.7966  247.14464],1,0.88860434
../darknet/build/darknet/x64/data/obj/66277214_2816895768382867_7231369026763489280_o.jpg,[ 761.09973  625.2941  1675.2344   965.211  ],1,0.42466104
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0005.jpg,[703.9956 568.7769 837.484  632.4263],0,0.96573377
../darknet/build/darknet/x64/data/obj/21273651_1630478263691296_6173816560476463869_o.jpg,[1301.6449   110.54903 1902.6296   740.906  ],1,0.9131981
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 883.572    487.06073 1261.811    601.4886 ],0,0.92811865
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[605.1066  590.42395 838.03467 698.3468 ],0,0.864137
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 877.361   487.5252 1298.5405  616.9136],1,0.48681867
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 883.572    487.06073 1261.811    601.4886 ],0,0.92811865
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[605.1066  590.42395 838.03467 698.3468 ],0,0.864137
../darknet/build/darknet/x64/data/obj/99426044_3815699845169116_2016741489140301824_o.jpg,[ 877.361   487.5252 1298.5405  616.9136],1,0.48681867
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0011.jpg,[638.68774 625.253   747.5322  663.2158 ],0,0.9628779
../darknet/build/darknet/x64/data/obj/22712470_10155616946156488_6458015603788421649_o.jpg,[ 592.4184  487.6915 1065.958   883.7711],1,0.9792194
../darknet/build/darknet/x64/data/obj/71100678_3035251603213948_5235695876923457536_o.jpg,[222.23807 621.81976 786.2215  861.23505],1,0.9983656
../darknet/build/darknet/x64/data/obj/50802628_10156731120161488_3629435463212728320_o.jpg,[   0.       170.20766 1212.3369   657.5195 ],1,0.8558347
../darknet/build/darknet/x64/data/obj/50802628_10156731120161488_3629435463212728320_o.jpg,[429.0925  180.04353 660.09454 249.98499],0,0.75986236
../darknet/build/darknet/x64/data/obj/50802628_10156731120161488_3629435463212728320_o.jpg,[   0.       170.20766 1212.3369   657.5195 ],1,0.8558347
../darknet/build/darknet/x64/data/obj/50802628_10156731120161488_3629435463212728320_o.jpg,[429.0925  180.04353 660.09454 249.98499],0,0.75986236
../darknet/build/darknet/x64/data/obj/39442406_2128432723895845_4925007632177037312_o.jpg,[1084.8394   285.40158 1556.9545   754.5577 ],1,0.99460703
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0055.jpg,[500.16956 394.75555 997.18585 553.0572 ],0,0.9639152
../darknet/build/darknet/x64/data/obj/DSC_0370.JPG,[1000.19806 1141.3308  3696.3635  2079.6782 ],1,0.9491824
../darknet/build/darknet/x64/data/obj/DSC_0249.JPG,[ 667.53546  871.6204  3582.3606  1977.1241 ],1,0.99603385
../darknet/build/darknet/x64/data/obj/DSC_0358.JPG,[ 562.6099 2003.8175 1919.277  2320.8262],0,0.7051777
../darknet/build/darknet/x64/data/obj/DSC_0358.JPG,[ 896.68884 2024.0585  1702.9645  2257.2373 ],0,0.48760736
../darknet/build/darknet/x64/data/obj/DSC_0383.JPG,[  39.787384 1285.149    3408.8643   2431.5996  ],0,0.94650483
../darknet/build/darknet/x64/data/obj/DSCN3464.JPG,[1409.8845 1103.2253 3495.211  1824.7341],1,0.87590915
../darknet/build/darknet/x64/data/obj/P1010896.JPG,[ 966.9123 1333.5695 1845.8418 1637.8768],0,0.9750175
../darknet/build/darknet/x64/data/obj/P1010716.JPG,[1657.4678 2207.983  2089.3992 2463.8372],0,0.6941188
../darknet/build/darknet/x64/data/obj/P1010715.JPG,[2474.4956 1511.6339 3266.529  1788.471 ],0,0.6681915
../darknet/build/darknet/x64/data/obj/P1010899.JPG,[ 697.4308 1457.0946 2129.6514 1871.0211],0,0.90516037
../darknet/build/darknet/x64/data/obj/P1010899.JPG,[1007.3736 1457.9149 1856.0538 1792.8986],0,0.4339441
../darknet/build/darknet/x64/data/obj/DSCN3463.JPG,[1325.0024 1008.8265 3069.9204 1828.7952],0,0.91777986
../darknet/build/darknet/x64/data/obj/DSCN3463.JPG,[1723.8762 1031.3928 3045.7744 1536.0878],0,0.7679423
../darknet/build/darknet/x64/data/obj/DSC_0354.JPG,[1805.1538   793.0669  2285.739    966.07056],0,0.9900254
../darknet/build/darknet/x64/data/obj/DSCN3560.JPG,[1382.9778 1711.4641 2896.2285 2072.2043],0,0.85522264
../darknet/build/darknet/x64/data/obj/DSCN3560.JPG,[2145.4792 1722.9504 2835.665  1965.8898],0,0.772716
../darknet/build/darknet/x64/data/obj/DSCN3550.JPG,[1945.6895 1815.0754 3013.841  2297.7437],1,0.9846763
../darknet/build/darknet/x64/data/obj/DSCN3378.JPG,[1545.2672 1287.2206 2597.6233 1798.192 ],1,0.7229746
