image,bounds,score,label
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 657.51324  180.85219 1783.1426  1052.3574 ],0,0.12880659
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 731.04694  163.90758 1715.6749   651.2569 ],0,0.07697244
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 735.79297  386.2411  1582.0089   929.971  ],0,0.076077476
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 735.79297  386.2411  1582.0089   929.971  ],1,0.0671853
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 683.6134    121.448074 1844.9587   1013.72394 ],1,0.050732065
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 741.30084  195.75995 1714.2666   727.30994],1,0.050705846
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 408.44208  277.77863 2037.3064  1341.4001 ],0,0.050464407
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[669.8079  658.3975  762.353   691.41925],0,0.06400425
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[669.8079  658.3975  762.353   691.41925],0,0.06400425
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[401.42572 659.85223 596.42816 720.40845],0,0.07685023
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[742.914   700.2046  953.8914  754.90106],0,0.054740485
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[401.42572 659.85223 596.42816 720.40845],0,0.07685023
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0035.jpg,[742.914   700.2046  953.8914  754.90106],0,0.054740485
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0049.jpg,[707.1593  547.59906 946.82764 624.27423],1,0.06690812
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0049.jpg,[707.1593  547.59906 946.82764 624.27423],0,0.066686295
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0041.jpg,[ 64.785645 374.8233   273.4965   589.10724 ],0,0.09192403
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0041.jpg,[ 69.06637 415.80496 227.8002  548.8365 ],0,0.06830168
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0041.jpg,[ 843.68835  324.89694 1392.6967   652.83044],0,0.06468182
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0041.jpg,[ 934.7487   308.25247 1207.71     571.1138 ],0,0.063015215
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0041.jpg,[ 83.382385 381.5768   272.5165   571.78955 ],1,0.06045963
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0041.jpg,[ 929.96924  304.97452 1239.2596   574.12024],1,0.050641686
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0014.jpg,[696.9638  595.2233  929.45056 649.7284 ],0,0.080863155
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0014.jpg,[693.58856 594.635   923.49194 651.75684],1,0.051289767
../darknet/build/darknet/x64/data/obj/58460334_2637456916326754_2504379779436773376_o.jpg,[ 358.55875  527.4607  1748.6622  1004.60486],1,0.092473544
../darknet/build/darknet/x64/data/obj/58460334_2637456916326754_2504379779436773376_o.jpg,[ 310.37354  441.19577 1792.2334   940.44037],0,0.08502683
../darknet/build/darknet/x64/data/obj/58460334_2637456916326754_2504379779436773376_o.jpg,[ 348.40253  696.91614 1623.7682  1137.7927 ],1,0.06439701
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[558.0258  202.92397 655.18115 249.49821],0,0.080160536
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[255.89941 242.18245 347.9833  268.84244],0,0.07300444
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[452.5173    42.610653 482.38162   55.509792],0,0.07058288
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[278.25696 122.53848 311.068   139.79218],0,0.06409457
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[388.09033 100.14549 415.44785 116.25908],0,0.053659152
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[257.53815 242.04103 349.10187 268.7559 ],1,0.05133931
../darknet/build/darknet/x64/data/obj/107753673_10158896654144073_1570110335365435167_n.jpg,[558.0258  202.92397 655.18115 249.49821],0,0.080160536
