image,bounds,score,label
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 728.9983   134.53828 1774.6089   759.8535 ],1,0.91816986
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 740.143    159.78946 1751.1084   726.94934],0,0.58551586
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 538.9675   178.77557 1944.0625  1044.143  ],1,0.37941116
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 538.9675   178.77557 1944.0625  1044.143  ],0,0.3421698
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 837.7184   358.33746 1622.4592   897.3028 ],1,0.27203372
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1291.6157   189.9353  1768.3093   570.53687],1,0.1689332
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 888.3675   473.37146 1622.8857   830.1511 ],0,0.14524886
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 750.82404  305.6314  1201.5142   557.0037 ],1,0.13315137
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 751.74963  228.32848 1181.7434   426.96512],1,0.13157469
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 918.2472   272.62393 1739.9873   664.57886],1,0.11984157
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 987.1493   390.56616 1760.6462   744.6317 ],0,0.11021288
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 982.1335   612.38464 1604.0276   999.81915],0,0.10979816
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 473.73053    0.      2045.7937   564.8128 ],0,0.0969878
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1291.4087   227.09688 1775.489    608.80914],0,0.096343435
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 746.37134  260.0624  1361.9723   626.94904],0,0.092918456
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 740.05585  221.9272  1229.9956   467.62793],0,0.08791406
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 645.0914   473.43036 1823.695   1202.0287 ],0,0.0855394
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 889.89764  132.61824 1697.4187   478.0877 ],0,0.08543748
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 846.24335  246.40953 1478.0488   833.7321 ],0,0.08523889
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1011.4388  421.3458 1936.4941  954.3605],0,0.08269166
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1124.0391   535.10803 1740.5502   872.85913],0,0.08086336
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 804.9313   265.64606 1299.9127   495.2465 ],1,0.08032062
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1090.1958    73.94251 1830.0472   632.47705],1,0.07868823
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1011.4388  421.3458 1936.4941  954.3605],1,0.070586026
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1327.1823   321.22607 1848.2827   646.03314],1,0.069996014
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 721.02094    19.896727 1668.977     379.8788  ],0,0.0673692
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 889.89764  132.61824 1697.4187   478.0877 ],1,0.06694851
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 636.9729   210.46785 1318.7219   740.462  ],1,0.06451776
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 760.5421   269.96906 1430.0702   617.45044],1,0.063679926
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1251.3395   150.99046 1704.2545   407.5569 ],0,0.06228515
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 258.4318  592.7814 2045.7937 1363.2937],0,0.06066835
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 750.4125   437.57822 1180.712    682.507  ],1,0.060297925
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 693.87897  489.0415  1372.3995   843.6315 ],0,0.060282238
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 667.23773  437.1825  1375.016   1031.797  ],1,0.053581722
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1139.2462   523.85223 1630.5967  1060.8794 ],1,0.053181387
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 656.40643  336.32602 1154.0322   651.8426 ],0,0.050376505
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[848.6875  673.6884  960.553   709.68915],0,0.38374978
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.84467 655.5768  766.6013  694.32495],0,0.36952814
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[668.8386  656.9223  764.80536 692.04535],1,0.28356463
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[849.8126  676.3308  955.74817 707.14795],1,0.20069873
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[840.4713 669.0229 989.6847 727.1392],0,0.097440936
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[655.13324 648.3793  797.8706  708.53595],0,0.09041714
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[849.05035 649.2775  952.6857  698.2414 ],0,0.08280672
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[850.47736 688.1585  953.9299  723.42   ],1,0.08277708
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[850.47736 688.1585  953.9299  723.42   ],0,0.08193661
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[672.89496 679.47504 760.0697  713.99493],0,0.07875777
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[662.5523 661.8847 768.3009 714.9806],1,0.0785803
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[833.293   669.00934 980.54285 727.62054],1,0.075507015
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[670.7385  636.41284 780.00446 688.05743],0,0.0667082
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[754.8611  641.08154 983.8154  725.75574],0,0.058683425
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[848.7281  697.67566 946.86224 738.4854 ],1,0.0538018
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[678.003   642.4558  788.25684 702.09393],1,0.053337723
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[822.6283  680.15936 931.10834 717.3484 ],0,0.050616913
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[848.6875  673.6884  960.553   709.68915],0,0.38374978
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[666.84467 655.5768  766.6013  694.32495],0,0.36952814
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[668.8386  656.9223  764.80536 692.04535],1,0.28356463
