image,bounds,score,label
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 704.67004  176.5495  1776.2073   740.2488 ],1,0.996729
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 722.482    145.12093 1768.5487   747.85474],0,0.16750954
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 936.8267   213.05779 1398.1578   707.8194 ],1,0.13519163
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1175.8763   129.33376 1609.2727   643.6119 ],1,0.13308883
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 626.656      0.      1815.6909   460.66992],1,0.11837574
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 749.357    354.75644 1666.7942   868.3207 ],1,0.09992322
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 671.8562     26.280794 1773.1598   1250.6493  ],1,0.08633173
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1299.8057   128.74954 2045.7937   885.1541 ],1,0.058208466
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 796.83514  137.6362  1614.6971   487.17325],1,0.056400385
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 714.62775  214.32256 1172.8274   727.1924 ],1,0.05531783
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[1007.23846  396.22842 1756.741    738.03644],1,0.050191157
../darknet/build/darknet/x64/data/obj/21686769_1649650445107411_1011942705135423565_o.jpg,[ 952.07166  304.1905  1964.5308  1031.3    ],1,0.05010947
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[665.3944  654.7304  767.39185 692.8279 ],0,0.87912315
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[845.9869  674.99066 959.5696  708.72266],0,0.8069195
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[665.14655 655.08435 766.54193 692.97644],1,0.17855822
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[839.3456  670.32245 981.21814 725.3291 ],0,0.12037718
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[670.8761  663.8507  747.39435 704.0404 ],0,0.1023192
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[846.01044 676.36505 958.47864 708.0696 ],1,0.07550748
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[650.29047 660.6328  768.7681  714.68665],0,0.06889974
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[857.39594 683.8518  944.23724 726.16895],0,0.06247755
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[837.23456 675.3131  909.5772  705.74304],0,0.05248065
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[665.3944  654.7304  767.39185 692.8279 ],0,0.87912315
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[845.9869  674.99066 959.5696  708.72266],0,0.8069195
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[665.14655 655.08435 766.54193 692.97644],1,0.17855822
../darknet/build/darknet/x64/data/obj/IMG-20200708-WA0006.jpg,[839.3456  670.32245 981.21814 725.3291 ],0,0.12037718
